Ratio H/L normalized REP_A,Ratio H/L normalized REP_B,Ratio H/L normalized REP_C,Only identified by site,Reverse,Contaminant,Peptides,Sequence coverage [%],Mol. weight [kDa],PEP,Ratio H/L count REP_A,Ratio H/L count REP_B,Ratio H/L count REP_C,Intensity L REP_A,Intensity H REP_A,Intensity L REP_B,Intensity H REP_B,Intensity L REP_C,Intensity H REP_C,Mean,Median,Standard deviation,Coefficient of variation,Median absolute deviation,Minimum,Maximum,Range,Valid values,Protein IDs,Majority protein IDs,Protein names,Gene names,Proteins,Cysteinylation site IDs,Glutathionylation site IDs,Nitro site IDs,Oxidation (M) site IDs,Phospho (STY) site IDs,s-nitrosylation site IDs,GOCC Name2,GOCC Name3,GOCC Name4,GOCC Name5,GOCC Name6,GOCC Name7,GOCC Name8,GOCC Name9,GOCC Name10,GOCC Name11,GOCC Name12,GOCC Name13,GOCC Name14,GOCC Name15,GOCC Name16,GOCC Name17,GOCC Name18,GOCC Name19,GOCC Name20,GOCC Name21,GOCC Name22,GOCC Name23,GOCC Name24,GOCC Name25,GOCC Name26,GOCC Name27,GOCC Name28,GOCC Name29,GOCC Name30,GOCC Name31,GOCC Name32,GOCC Name33,GOCC Name34,GOCC Name35,GOCC Name36,GOCC Name37,GOCC Name38,GOCC Name39,GOCC Name40,GOCC Name41,GOCC Name42,GOCC Name43,GOCC Name44,GOCC Name45,GOCC Name46,GOCC Name47,GOCC Name48,GOCC Name49,GOCC Name50,GOCC Name51,GOCC Name52,GOCC Name53
NaN,0.575119,0.460481,,,,2,13.9,21.991,2.12E-25,1,2,2,96195,245770,459830,642290,288190,643980,0.5178,0.5178,0.0810614,0.15655,0.0573191,0.460481,0.575119,0.114638,2,Q13951-2;Q13951;H3BSC0;J3KS23;J3KRT0,Q13951-2;Q13951;H3BSC0;J3KS23;J3KRT0,Core-binding factor subunit beta,CBFB,5,,,,,,,cell part,intracellular membrane-bounded organelle,intracellular organelle,intracellular part,membrane-bounded organelle,nucleus,organelle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NaN,0.563549,0.459746,,,,3,14.7,27.366,4.75E-15,1,4,2,622440,786850,1653300,2046300,1159600,1750700,0.511648,0.511648,0.0733993,0.143457,0.0519011,0.459746,0.563549,0.103802,2,Q16629;C9JAB2;Q16629-4;Q16629-2;Q16629-3,Q16629;C9JAB2;Q16629-4;Q16629-2;Q16629-3,Serine/arginine-rich splicing factor 7,SRSF7,5,,,,,,,cell part,intracellular membrane-bounded organelle,intracellular organelle,intracellular organelle part,intracellular part,membrane-bounded organelle,nuclear part,nucleoplasm,nucleus,organelle,organelle part,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.197236,0.458487,0.627513,,,,5,21.9,25.177,3.17E-36,6,6,5,1971500,2169200,2910800,3833100,1528500,2591100,0.427746,0.458487,0.21678,0.506795,0.169026,0.197236,0.627513,0.430277,3,Q00688;G3V5F2,Q00688,Peptidyl-prolyl cis-trans isomerase FKBP3,FKBP3,2,,,,,,,cell part,intracellular membrane-bounded organelle,intracellular organelle,intracellular part,membrane,membrane-bounded organelle,nucleus,organelle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0714881,0.655169,NaN,,,,3,5.5,71.223,3.73E-10,2,2,0,293040,698240,221550,587840,0,0,0.363328,0.363328,0.412725,1.13595,0.29184,0.0714881,0.655169,0.583681,2,Q9UBT2;K7EPL2;K7ES38;B3KWB9,Q9UBT2;K7EPL2;K7ES38,SUMO-activating enzyme subunit 2,UBA2,4,,,,,,,cell part,intracellular membrane-bounded organelle,intracellular organelle,intracellular part,membrane-bounded organelle,nucleus,organelle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.204649,0.80091,0.304628,,,,10,64.2,20.567,0,23,28,26,53439000,58480000,43486000,71817000,43864000,69085000,0.300297,0.304628,0.502793,1.67432,0.496282,-0.204649,0.80091,1.00556,3,P21291;E9PP21;E9PS42,P21291;E9PP21;E9PS42,Cysteine and glycine-rich protein 1,CSRP1,3,,,,,,,cell part,intracellular membrane-bounded organelle,intracellular organelle,intracellular part,membrane-bounded organelle,nucleus,organelle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.273337,0.0839282,0.0618453,,,,82,33.2,629.09,0,312,278,272,141690000,238330000,153600000,223910000,122910000,166750000,0.139703,0.0839282,0.116255,0.832159,0.0220829,0.0618453,0.273337,0.211492,3,Q09666;Q09666-2;E9PLK4;E9PJC6;E9PKR9;E9PJZ0;E9PQE3,Q09666,Neuroblast differentiation-associated protein AHNAK,AHNAK,7,,,,899,,,cell part,intracellular membrane-bounded organelle,intracellular organelle,intracellular part,membrane-bounded organelle,nucleus,organelle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.0438987,0.0347792,0.0381553,,,,25,23.5,136.37,2.48E-127,47,42,34,14242000,18427000,15475000,20401000,10710000,15051000,0.00967856,0.0347792,0.04643,4.7972,0.0033761,-0.0438987,0.0381553,0.082054,3,Q86VP6;Q86VP6-2;H0YH27;Q86VP6-3,Q86VP6;Q86VP6-2,Cullin-associated NEDD8-dissociated protein 1,CAND1,4,,,,,,,cell part,intracellular membrane-bounded organelle,intracellular organelle,intracellular part,macromolecular complex,membrane-bounded organelle,nucleus,organelle,protein complex,ubiquitin ligase complex,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NaN,0.167872,-0.150369,,,,2,8.6,25.476,3.36E-06,1,2,2,304150,344640,747170,935290,816520,766160,0.00875135,0.00875135,0.22503,25.7138,0.15912,-0.150369,0.167872,0.318241,2,Q01130;B4DN89;J3KP15;J3QL05;Q9BRL6;Q9BRL6-2,Q01130;B4DN89;J3KP15;J3QL05;Q9BRL6;Q9BRL6-2,Serine/arginine-rich splicing factor 2;Serine/arginine-rich splicing factor 8,SRSF2;SFRS2;SRSF8,6,,,,,,,cell part,intracellular membrane-bounded organelle,intracellular organelle,intracellular organelle part,intracellular part,membrane-bounded organelle,nuclear body,nuclear part,nuclear speck,nucleoplasm part,nucleus,organelle,organelle part,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.500496,0.821629,0.737687,,,,5,9.2,99.966,1.77E-24,12,7,6,1947900,4057000,1650000,4049400,1179500,2642600,0.686604,0.737687,0.166549,0.242569,0.0839419,0.500496,0.821629,0.321132,3,A8MXP9;P43243;D6REM6;P43243-2;B3KM87;D6R991;H0Y8T4;D6RBK5,A8MXP9;P43243;D6REM6;P43243-2;B3KM87,Matrin-3,MATR3,8,,,,,,,cell part,intracellular,intracellular membrane-bounded organelle,intracellular organelle,intracellular organelle part,intracellular part,membrane,membrane-bounded organelle,nuclear inner membrane,nuclear matrix,nuclear membrane,nuclear part,nucleus,organelle,organelle inner membrane,organelle membrane,organelle part,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.256648,0.385155,0.148609,,,,7,41.7,22.977,6.57E-24,8,10,11,1895900,2615700,2914300,3559100,3138200,4184900,0.263471,0.256648,0.118421,0.449464,0.10804,0.148609,0.385155,0.236546,3,Q9NP72;Q9NP72-2;Q5W0J0;Q9NP72-3;H0Y6T8,Q9NP72;Q9NP72-2;Q5W0J0;Q9NP72-3,Ras-related protein Rab-18,RAB18,5,,,,1002;1003,,,cell part,intracellular,membrane,plasma membrane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.422946,-0.221876,-0.365927,,,,7,28,25.895,1.51E-41,7,16,8,6008100,5348700,7681900,7274800,6418000,6225800,-0.336916,-0.365927,0.103627,-0.307575,0.0570187,-0.422946,-0.221876,0.20107,3,A6NFX8;Q9UKK9;A6NHE8;A6NJU6;A6NCQ0;H0YEY4;C9JYY9,A6NFX8;Q9UKK9;A6NHE8;A6NJU6;A6NCQ0,ADP-sugar pyrophosphatase,NUDT5,7,,,,,,,cell part,intracellular,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.431501,-0.504018,-0.459834,,,,4,39.3,17.512,1.02E-15,3,2,4,1606100,1303900,1430100,1161100,3860900,4222500,-0.465118,-0.459834,0.0365464,-0.0785744,0.028333,-0.504018,-0.431501,0.0725175,3,G3V4P8;P60983;O60234;G3V3X4,G3V4P8;P60983,Glia maturation factor beta,GMFB,4,,,,,,,cell part,intracellular,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.600293,-0.47911,-0.424494,,,,15,60.6,18.506,6.15E-180,22,20,22,65789000,52136000,65944000,86210000,61074000,52879000,-0.501299,-0.47911,0.0899754,-0.179485,0.0546162,-0.600293,-0.424494,0.175799,3,P60981;P60981-2;F6RFD5,P60981;P60981-2;F6RFD5,Destrin,DSTN,3,,,,580;783,,,cell part,intracellular,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-1.80738,-1.06377,-1.68409,,,,10,8.6,133.57,1.27E-24,11,6,10,3461700,2157800,2270300,2414300,3234700,2308000,-1.51841,-1.68409,0.398527,-0.262463,0.12329,-1.80738,-1.06377,0.743605,3,J3KQM2;Q9UKX5,J3KQM2;Q9UKX5,Integrin alpha-11,ITGA11,2,,,,,,,cell part,integrin complex,macromolecular complex,membrane part,plasma membrane part,protein complex,receptor complex,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.06915,0.960882,0.989066,,,,4,14.4,22.18,3.71E-14,4,7,4,1036300,2373600,1627300,3341000,1186500,2533500,1.00637,0.989066,0.0561701,0.0558147,0.028184,0.960882,1.06915,0.10827,3,Q9NYL4;F8VU90;Q9NYL4-2;E9PAR0;H0YHM7,Q9NYL4;F8VU90;Q9NYL4-2,Peptidyl-prolyl cis-trans isomerase FKBP11;Peptidyl-prolyl cis-trans isomerase,FKBP11,5,,,,,,,cell part,integral to membrane,intrinsic to membrane,membrane part,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.963252,0.954122,0.804301,,,,14,27.8,65.102,6.05E-87,15,12,14,6111400,16934000,5129700,13395000,4369900,11491000,0.907225,0.954122,0.0892514,0.0983784,0.0091303,0.804301,0.963252,0.158951,3,Q13740;Q13740-2;F5GXJ9;H7C543;Q6ZS95,Q13740;Q13740-2;F5GXJ9;H7C543,CD166 antigen,ALCAM,5,,,,,,,cell part,integral to membrane,intrinsic to membrane,membrane,membrane part,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.802896,0.844546,0.703898,,,,8,32.5,23.881,8.48E-48,12,10,10,3829600,7580200,5241800,9971300,5173600,9697800,0.78378,0.802896,0.0722465,0.0921769,0.04165,0.703898,0.844546,0.140648,3,Q8TED1;E7ETY7;J3KNB5,Q8TED1;E7ETY7,Probable glutathione peroxidase 8;Glutathione peroxidase,GPX8,3,,,,973,,,cell part,integral to membrane,intrinsic to membrane,membrane part,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.50121,0.343123,0.573084,,,,2,30.8,14.632,3.38E-80,3,3,3,4862100,9019400,6520800,11322000,5264400,10587000,0.472472,0.50121,0.117643,0.248994,0.0718738,0.343123,0.573084,0.22996,3,Q01628;E9PS44,Q01628;E9PS44,Interferon-induced transmembrane protein 3,IFITM3,2,,,,157,,,cell part,integral to membrane,intrinsic to membrane,membrane,membrane part,plasma membrane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.388796,0.404903,0.276913,,,,9,32.6,35.619,3.45E-58,4,7,6,1357500,2036400,3608200,26018000,2004500,2911900,0.356871,0.388796,0.0697118,0.195342,0.0161075,0.276913,0.404903,0.12799,3,Q9H9B4;D6RFI0;D6RDG7;D6RAE9,Q9H9B4,Sideroflexin-1,SFXN1,4,,,,,,,cell part,integral to membrane,intrinsic to membrane,membrane,membrane part,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.767231,-0.364682,0.604641,,,,4,30,17.493,2.35E-23,4,4,4,2673300,3517800,1926900,1481000,2974500,4112600,0.33573,0.604641,0.611998,1.82289,0.16259,-0.364682,0.767231,1.13191,3,P84157-2;P84157;P84157-3;Q6ZR64;K7EQX8,P84157-2;P84157;P84157-3;Q6ZR64,Matrix-remodeling-associated protein 7,MXRA7,5,,,,,,,cell part,integral to membrane,intrinsic to membrane,membrane part,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.336055,0.356031,0.227125,,,,3,3.8,111.76,6.86E-10,3,3,3,676170,1120200,1048800,1626800,861500,1494300,0.306404,0.336055,0.06938,0.226433,0.0199762,0.227125,0.356031,0.128906,3,Q8N766;Q8N766-2;Q8N766-3;Q8N766-4;H7C4E3,Q8N766;Q8N766-2;Q8N766-3;Q8N766-4;H7C4E3,Uncharacterized protein KIAA0090,KIAA0090,5,,,,,,,cell part,integral to membrane,intrinsic to membrane,membrane part,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.148869,0.29537,NaN,,,,4,5,104.71,1.34E-10,5,3,1,1147700,1502100,489560,749570,255960,215720,0.22212,0.22212,0.103592,0.466379,0.0732507,0.148869,0.29537,0.146501,2,A0FGR8-6;A0FGR8;A0FGR8-2;H7BXI1;A0FGR8-4;A0FGR8-5;F2Z3K9,A0FGR8-6;A0FGR8;A0FGR8-2;H7BXI1;A0FGR8-4;A0FGR8-5;F2Z3K9,Extended synaptotagmin-2,ESYT2,7,,,,,,,cell part,integral to membrane,intrinsic to membrane,membrane,membrane part,plasma membrane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0441843,-0.0278809,-0.0134653,,,,17,19.8,122.85,1.10E-104,26,19,19,7524900,11484000,8154800,10775000,6422700,9201200,0.000946061,-0.0134653,0.0381328,40.3069,0.0144156,-0.0278809,0.0441843,0.0720652,3,Q9BSJ8;Q9BSJ8-2;F8VZB1,Q9BSJ8;Q9BSJ8-2,Extended synaptotagmin-1,ESYT1,3,,,,,,,cell part,integral to membrane,intrinsic to membrane,membrane part,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0701146,-0.0935096,-0.0127956,,,,3,7,67.867,2.54E-07,2,2,2,414490,512260,594720,823240,454760,554580,-0.0120635,-0.0127956,0.0818145,-6.78197,0.080714,-0.0935096,0.0701146,0.163624,3,A1L0T0;E9PJS0;E9PL44,A1L0T0;E9PJS0;E9PL44,Acetolactate synthase-like protein,ILVBL,3,,,,,,,cell part,integral to membrane,intrinsic to membrane,membrane part,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0306892,0.00518438,-0.137537,,,,9,29.6,21.493,1.34E-57,10,10,10,12460000,14388000,9439200,11633000,10652000,12132000,-0.0338877,0.00518438,0.090664,-2.67542,0.0255048,-0.137537,0.0306892,0.168226,3,Q00765;E2QRG8;H0Y8J8;B7Z681;B7Z510;B7Z332,Q00765;E2QRG8,Receptor expression-enhancing protein 5,REEP5,6,,,,863,,,cell part,integral to membrane,intrinsic to membrane,membrane part,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.44601,0.622556,-0.481445,,,,2,9.8,31.641,7.74E-09,2,2,3,2123600,1188000,1133000,2076800,2759800,1322200,-0.101633,-0.44601,0.627416,-6.17334,0.0354342,-0.481445,0.622556,1.104,3,Q53TN4;Q53TN4-3,Q53TN4;Q53TN4-3,Cytochrome b reductase 1,CYBRD1,2,,,,,,,cell part,integral to membrane,intrinsic to membrane,membrane part,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.0924171,-0.173027,-0.108503,,,,2,10.2,35.273,9.03E-55,21,19,21,11141000,12966000,14520000,14879000,10221000,11494000,-0.124649,-0.108503,0.0426613,-0.342252,0.016086,-0.173027,-0.0924171,0.0806095,3,Q96S97;C9JC07;C9J5M0;C9JZL8;C9JJV6,Q96S97;C9JC07;C9J5M0;C9JZL8;C9JJV6,Myeloid-associated differentiation marker,MYADM,5,,,,61,,,cell part,integral to membrane,intrinsic to membrane,membrane part,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.158596,-0.212183,-0.341994,,,,6,4.8,166.67,1.48E-12,9,10,8,1358500,1959300,2053200,2181200,1550100,1670100,-0.131861,-0.212183,0.259781,-1.97012,0.129811,-0.341994,0.158596,0.50059,3,Q9UBG0;E7EME3,Q9UBG0,C-type mannose receptor 2,MRC2,2,,,,,,,cell part,integral to membrane,intrinsic to membrane,membrane part,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.643225,-0.233905,-0.134841,,,,2,7,44.387,5.36E-18,3,4,4,1989300,2045500,2736200,3141300,2739600,3260500,-0.337324,-0.233905,0.269509,-0.798962,0.0990639,-0.643225,-0.134841,0.508384,3,Q9Y639;F5GZD0;Q9Y639-5;H7BXJ1;Q9Y639-4;Q9UFM8;Q9Y639-1;Q9Y639-3;H3BQ94,Q9Y639;F5GZD0;Q9Y639-5;H7BXJ1;Q9Y639-4;Q9UFM8;Q9Y639-1;Q9Y639-3;H3BQ94,Neuroplastin,NPTN;DKFZp566H1924,9,,,,,,,cell part,integral to membrane,intrinsic to membrane,membrane,membrane part,plasma membrane,presynaptic membrane,synapse part,synaptic membrane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.80045,-0.366057,-0.456445,,,,5,19.7,34.094,4.96E-13,5,5,5,1903400,1225800,2096600,1803900,1554900,1186800,-0.540984,-0.456445,0.229204,-0.42368,0.0903874,-0.80045,-0.366057,0.434393,3,Q9UHQ9;H7C0R7,Q9UHQ9;H7C0R7,NADH-cytochrome b5 reductase 1,CYB5R1,2,,,,,,,cell part,integral to membrane,intrinsic to membrane,membrane part,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.669717,-0.280948,-0.737663,,,,6,26.5,23.818,1.74E-109,16,17,16,27612000,20020000,25301000,21371000,24138000,18052000,-0.562776,-0.669717,0.246423,-0.437871,0.0679461,-0.737663,-0.280948,0.456715,3,O15173,O15173,Membrane-associated progesterone receptor component 2,PGRMC2,1,,,,,,,cell part,integral to membrane,intrinsic to membrane,membrane part,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.070252,0.216734,0.0690147,,,,3,21.5,29.806,4.94E-127,3,5,3,5149400,6534000,4138500,6375100,4997600,7056900,0.118667,0.070252,0.0849309,0.715708,0.00123728,0.0690147,0.216734,0.147719,3,A6NMH8;E9PIF1;P60033;H0YDJ9;H0YDL9;E9PRJ8;E9PJK1;H0YEE2;E9PM31,A6NMH8;E9PIF1;P60033;H0YDJ9;H0YDL9;E9PRJ8;E9PJK1,CD81 antigen,CD81,9,,,,,,,cell part,immunological synapse,integral to membrane,integral to plasma membrane,intrinsic to membrane,intrinsic to plasma membrane,membrane part,plasma membrane part,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.287827,0.105678,0.153676,,,,14,47.1,37.186,3.42E-246,4,6,6,2597700,3671500,5689300,7008900,4949300,5829200,0.182394,0.153676,0.0944092,0.517612,0.0479977,0.105678,0.287827,0.182149,3,P62140;E7ETD8;C9JP48;C9J9S3,P62140;E7ETD8;C9JP48;C9J9S3,Serine/threonine-protein phosphatase PP1-beta catalytic subunit;Serine/threonine-protein phosphatase,PPP1CB,4,,,,808,,,cell part,histone methyltransferase complex,intracellular non-membrane-bounded organelle,intracellular organelle,intracellular organelle part,intracellular part,macromolecular complex,methyltransferase complex,MLL5-L complex,non-membrane-bounded organelle,nuclear part,nucleolus,nucleoplasm part,organelle,organelle part,protein complex,protein serine/threonine phosphatase complex,PTW/PP1 phosphatase complex,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.962438,1.46754,1.22768,,,,6,21.7,36.926,2.05E-45,7,9,6,2573900,5927800,3809000,8313600,2479600,5356800,1.21922,1.22768,0.252657,0.207229,0.239861,0.962438,1.46754,0.505102,3,P31942;P31942-2;P31942-3;B4DHY1;P31942-4;P31942-5;P31942-6,P31942;P31942-2;P31942-3;B4DHY1;P31942-4,Heterogeneous nuclear ribonucleoprotein H3,HNRNPH3,7,,,,639,,,cell part,heterogeneous nuclear ribonucleoprotein complex,intracellular membrane-bounded organelle,intracellular organelle,intracellular organelle part,intracellular part,macromolecular complex,membrane-bounded organelle,nuclear part,nucleus,organelle,organelle part,ribonucleoprotein complex,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.56881,0.874758,0.812704,,,,12,27.1,59.632,1.28E-147,22,20,30,13190000,25423000,11457000,27938000,8836900,18422000,0.752091,0.812704,0.161729,0.21504,0.062054,0.56881,0.874758,0.305947,3,P26599-3;P26599-2;P26599;K7EK45;K7EKJ7;K7ES59;A6NLN1;K7ELW5;O95758-4;O95758-5;O95758;O95758-2;O95758-6;O95758-1;O95758-7,P26599-3;P26599-2;P26599,Polypyrimidine tract-binding protein 1,PTBP1,15,,,,,,,cell part,heterogeneous nuclear ribonucleoprotein complex,intracellular membrane-bounded organelle,intracellular non-membrane-bounded organelle,intracellular organelle,intracellular organelle part,intracellular part,macromolecular complex,membrane-bounded organelle,non-membrane-bounded organelle,nuclear part,nucleolus,nucleoplasm,nucleus,organelle,organelle part,ribonucleoprotein complex,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.447525,-0.2411,-0.325431,,,,7,80.6,8.0061,4.51E-86,6,7,7,12315000,10725000,15592000,14877000,15803000,16409000,-0.338018,-0.325431,0.103786,-0.307044,0.0843309,-0.447525,-0.2411,0.206425,3,Q9UBI6,Q9UBI6,Guanine nucleotide-binding protein G(I)/G(S)/G(O) subunit gamma-12,GNG12,1,,,,,,,cell part,extrinsic to internal side of plasma membrane,extrinsic to membrane,extrinsic to plasma membrane,heterotrimeric G-protein complex,intracellular part,macromolecular complex,membrane part,plasma membrane part,protein complex,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.749835,0.119821,0.180275,,,,2,15.2,20.697,5.77E-33,3,5,4,2669000,5289100,3541600,4721100,2964500,4114000,0.349977,0.180275,0.347604,0.993219,0.0604544,0.119821,0.749835,0.630014,3,O60565;O60565-2;Q9H772,O60565;O60565-2;Q9H772,Gremlin-1;Gremlin-2,GREM1;GREM2,3,,,,,,,extracellular region part,extracellular space,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.471135,0.065848,-0.00762311,,,,3,9.7,30.77,1.16E-11,7,6,8,2944800,3387700,3199500,3057400,4351100,4080000,0.176453,0.065848,0.257832,1.46119,0.0734711,-0.00762311,0.471135,0.478758,3,P09038;P09038-1;P09038-3;P09038-2,P09038;P09038-1;P09038-3;P09038-2,Fibroblast growth factor 2,FGF2,4,,,,424,,,extracellular region part,extracellular space,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.245523,-0.0894822,-0.443988,,,,5,14.6,34.985,3.26E-14,3,5,4,1516200,1470300,1887100,2308300,2282700,1909500,-0.259664,-0.245523,0.177675,-0.68425,0.156041,-0.443988,-0.0894822,0.354505,3,Q12841;B4DTT5;C9J5G4,Q12841;B4DTT5,Follistatin-related protein 1,FSTL1,3,,,,,,,extracellular region part,extracellular space,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.357086,-0.369222,-0.314697,,,,13,28.5,72.595,1.10E-48,13,12,18,8115700,7779800,10737000,10127000,6332900,5936900,-0.347001,-0.357086,0.0286272,-0.0824988,0.0121359,-0.369222,-0.314697,0.054525,3,Q9H4A4;A6NKB8;C9JMZ3;H7C2T3,Q9H4A4;A6NKB8,Aminopeptidase B,RNPEP,4,,,,,,,extracellular region part,extracellular space,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-1.91381,-2.81238,-2.20284,,,,6,51.4,16.537,8.07E-52,7,6,10,18501000,2104900,8000200,1069800,23851000,3499800,-2.30968,-2.20284,0.458714,-0.198605,0.289024,-2.81238,-1.91381,0.89857,3,P61626;F8VV32,P61626;F8VV32,Lysozyme C,LYZ,2,,,,806,,,extracellular region part,extracellular space,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.190172,0.221444,-0.0348105,,,,7,19.7,46.561,2.09E-18,9,6,9,4780800,7287700,6515100,7938100,6391000,7865700,0.125602,0.190172,0.139798,1.11303,0.0312717,-0.0348105,0.221444,0.256255,3,O75718;C9JP16,O75718;C9JP16,Cartilage-associated protein,CRTAP,2,,,,66,,,extracellular matrix,extracellular region part,proteinaceous extracellular matrix,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-2.31308,-3.40586,-2.15733,,,,3,11.7,34.258,7.16E-08,3,2,6,1484300,251740,977160,69820,3275700,559250,-2.62543,-2.31308,0.68035,-0.259139,0.155748,-3.40586,-2.15733,1.24853,3,P25311;C9JEV0;A8MT79,P25311;C9JEV0,Zinc-alpha-2-glycoprotein,AZGP1,3,,,,,,,cell part,extracellular region,macromolecular complex,membrane part,MHC class I protein complex,MHC protein complex,plasma membrane part,protein complex,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.40163,0.32435,0.40021,,,,7,6.5,108.58,8.78E-18,7,6,5,1477300,2679700,1276000,1675600,983830,1877400,0.375397,0.40021,0.0442137,0.117779,0.00142041,0.32435,0.40163,0.0772806,3,P12110;P12110-2;P12110-3;H7C0M5;C9JH44,P12110;P12110-2;P12110-3,Collagen alpha-2(VI) chain,COL6A2,5,,,,,,,collagen,extracellular matrix part,extracellular region part,extracellular space,macromolecular complex,protein complex,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.986156,1.00806,0.948825,,,,2,10,23.31,1.55E-12,2,3,3,999950,2932300,1285100,2694600,1215600,2540100,0.981013,0.986156,0.0299488,0.0305285,0.0219004,0.948825,1.00806,0.0592315,3,P43487;C9JGV6;B3KUP2;C9JDM3;C9JJ34;C9JXG8;H7C137,P43487;C9JGV6;B3KUP2;C9JDM3;C9JJ34;C9JXG8;H7C137,Ran-specific GTPase-activating protein,RANBP1,7,,,,,,,cell part,envelope,intracellular organelle part,intracellular part,nuclear envelope,nuclear part,organelle envelope,organelle part,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
